"dummy","n4_1","n4_2","n4_3","n4_4","n4_5","n4_6","n4_7","n4_8","n4_9","n4_10","n4_11","n4_12","n4_13","n4_14","n4_15","n4_16","n4_17","n4_18","n4_19","n4_20","n4_21","n4_22","n4_23","n4_24","n4_25","n4_26","n4_27","n4_28","n4_29","n4_30","n4_31","n4_32","n4_33","n4_34","n4_35"
"n3_88","0.232884213328362","-0.231789484620094","0.0357116162776947","0.133457258343697","-0.514997720718384","-0.589130580425262","0.374882936477661","0.0622692853212357","-0.303257673978806","-0.196968644857407","-0.449553489685059","-0.303766518831253","-0.364119827747345","-0.397104382514954","0.551323294639587","-0.58144474029541","-0.0576972402632236","-0.31459167599678","-0.166659906506538","-0.149210438132286","-0.219555780291557","-0.453453749418259","0.448324888944626","0.0594763979315758","-0.222655802965164","-0.306274324655533","-0.324442625045776","-0.00548936659470201","-0.581705093383789","0.0377598255872726","-0.471132963895798","0.514138400554657","-0.603447198867798","-0.652511537075043","-0.237644657492638"
"n3_89","-0.469366818666458","0.205501347780228","-0.301373541355133","-0.224267840385437","0.340642482042313","0.444946080446243","-0.519972741603851","-0.321533024311066","0.497908264398575","-0.317500054836273","0.193596407771111","-0.570285975933075","0.189169391989708","0.408431738615036","-0.168140813708305","0.273055076599121","-0.47451052069664","-0.213459715247154","-0.243095621466637","-0.719134986400604","0.233830794692039","0.388561397790909","-0.451591610908508","-0.286320775747299","0.331058025360107","0.47235906124115","-0.69521951675415","0.62871927022934","0.365072876214981","-0.379319548606873","0.372902065515518","-0.151358738541603","0.416584372520447","0.398515909910202","0.458065241575241"
"n3_90","-0.215688899159431","0.287342220544815","-0.410932391881943","-0.157106474041939","0.441432893276215","0.29512545466423","-0.280626207590103","-0.10359063744545","0.418969988822937","-0.506474494934082","0.207534581422806","-0.562207102775574","0.153241455554962","0.184072554111481","-0.445374369621277","0.417251348495483","-0.443266928195953","-0.38502910733223","-0.506542265415192","-0.405066579580307","0.173363983631134","0.331398010253906","-0.214620038866997","-0.338047116994858","0.328094303607941","0.349384009838104","-0.655969440937042","0.537560641765594","0.331426590681076","-0.401473879814148","0.226820737123489","-0.245180398225784","0.322093307971954","0.430758833885193","0.0419412702322006"
"n3_91","0.498170882463455","-0.517858266830444","-0.134998217225075","0.143080368638039","-0.647941291332245","-0.747720837593079","0.297567874193192","0.0913083478808403","-0.504483461380005","-0.273223310709","-0.498797029256821","-0.348719984292984","-0.0701393857598305","-0.478825181722641","0.896857023239136","-0.224661067128181","-0.251159340143204","-0.297946214675903","-0.0932233110070229","-0.24084497988224","-0.352786183357239","-0.516204416751862","0.327197194099426","0.0557487793266773","-0.324229806661606","-0.297630190849304","-0.126690208911896","0.079582080245018","-0.497969120740891","-0.0825224071741104","-0.415024906396866","0.843986570835114","-0.65715491771698","-0.626556813716888","-0.287151426076889"
"n3_92","0.482804328203201","-0.281964153051376","0.321349024772644","0.242221847176552","-0.429094284772873","-0.617666661739349","0.307397276163101","0.367859661579132","-0.227404311299324","0.316425323486328","-0.595179319381714","0.65358829498291","-0.13597597181797","-0.514593899250031","0.333682358264923","-0.425100207328796","0.785843133926392","0.515813648700714","0.476693779230118","0.738819897174835","-0.562480568885803","-0.412438213825226","0.491089046001434","0.25868684053421","-0.204508140683174","-0.401729136705399","0.849122524261475","-0.721391916275024","-0.533974945545197","0.399235337972641","-0.633502423763275","0.615803718566895","-0.295248031616211","-0.405172884464264","-0.309507817029953"
"n3_93","0.439391523599625","-0.253798365592957","0.351590991020203","-0.00396954268217087","-0.570640802383423","-0.81279456615448","0.221781700849533","0.140723302960396","-0.593920111656189","-0.321359127759933","-0.574210166931152","0.000178685178980231","-0.300036191940308","-0.595727264881134","0.855998396873474","-0.659076869487762","-0.361936539411545","-0.750875651836395","-0.613568305969238","0.115233182907104","-0.368066877126694","-0.393121004104614","0.53583687543869","0.515059471130371","-0.331663578748703","-0.197694659233093","-0.340304166078568","0.0537924468517303","-0.534481048583984","0.270921736955643","-0.557221174240112","0.690346479415894","-0.930086016654968","-0.567323207855225","-0.184744387865067"
"n3_94","0.297498613595963","-0.435292780399323","0.436517179012299","0.488907486200333","-0.403991401195526","-0.465071022510529","0.423160880804062","0.262824773788452","-0.482197314500809","0.586161971092224","-0.505263924598694","0.371279180049896","-0.418775349855423","-0.43049231171608","0.446896582841873","-0.292368084192276","0.276630580425262","0.536580801010132","0.245851114392281","0.476393163204193","-0.526165664196014","-0.189924418926239","0.593666195869446","0.47411248087883","-0.385167896747589","-0.37512594461441","0.307353854179382","-0.21557791531086","-0.346786469221115","0.247131839394569","-0.569571375846863","0.276514261960983","-0.493033140897751","-0.149011015892029","-0.547728359699249"
"n3_95","0.321406960487366","-0.348562300205231","0.20561358332634","-0.000551092613022774","-0.414165407419205","-0.400828301906586","0.392634838819504","0.209179580211639","-0.261674165725708","-0.224299475550652","-0.154285371303558","-0.401374787092209","-0.0485959574580193","-0.302742272615433","0.487997978925705","-0.251956135034561","-0.423446029424667","-0.00940811075270176","-0.223000302910805","-0.431796133518219","-0.207948729395866","-0.279730916023254","0.157755166292191","0.172687888145447","-0.400706738233566","-0.437525033950806","-0.108015298843384","0.00436918251216412","-0.279430150985718","0.124754048883915","-0.509642958641052","0.597582638263702","-0.530077219009399","-0.580290913581848","-0.458379060029984"
"n3_96","-0.384163379669189","0.47220453619957","-0.18374627828598","-0.186791598796844","0.203202083706856","0.281890660524368","-0.131231546401978","-0.116730079054832","0.464771807193756","-0.329666793346405","0.53808468580246","-0.672055423259735","0.335725605487823","0.318217068910599","-0.503686666488647","0.406577408313751","-0.403597712516785","-0.318142294883728","-0.0523479841649532","-0.718401968479156","0.256343185901642","0.448475420475006","-0.525792300701141","-0.390489280223846","0.214088961482048","0.291180998086929","-0.570201098918915","0.53253847360611","0.489885538816452","-0.155386567115784","0.580086708068848","-0.105382315814495","0.162253767251968","0.232045292854309","0.316260635852814"
"n3_97","0.720195889472961","-0.375126451253891","-0.116190582513809","-0.0830438733100891","-0.582890391349792","-0.737816691398621","0.47587588429451","0.271716088056564","-0.708842277526855","-0.507407903671265","-0.32577383518219","-0.61804062128067","-0.291327148675919","-0.734219253063202","1.1315803527832","-0.616639792919159","-0.946343660354614","-1.10325741767883","-0.763415813446045","-0.461042791604996","-0.374532133340836","-0.389028131961823","0.489579260349274","0.387765496969223","-0.626901030540466","-0.590409338474274","-0.789619147777557","0.266114383935928","-0.536231994628906","-0.0468718521296978","-0.580004215240479","1.07155478000641","-0.950567424297333","-1.02089703083038","-0.348625481128693"
"n3_98","0.160972222685814","-0.163040354847908","0.158110380172729","0.462446182966232","-0.0417498052120209","-0.223004430532455","0.0465906113386154","0.315661936998367","-0.376107096672058","0.00141621788498014","-0.326038032770157","-0.266500383615494","-0.295830935239792","-0.274138033390045","0.219841480255127","-0.480889052152634","-0.0233201272785664","-0.385640233755112","0.00021790515165776","-0.482223361730576","-0.506446838378906","-0.200589656829834","0.365523338317871","0.329574108123779","-0.518799543380737","-0.402484744787216","-0.432627409696579","0.272389590740204","-0.282130360603333","0.417210310697556","-0.184302642941475","0.0700596943497658","-0.0567147545516491","-0.322616130113602","-0.214639216661453"
"n3_99","0.358234733343124","-0.615092813968658","0.502571582794189","0.347950220108032","-0.528939187526703","-0.441816031932831","0.247771367430687","0.682561159133911","-0.492954611778259","0.00478017097339034","-0.526734113693237","0.0367418974637985","-0.585730075836182","-0.52287769317627","0.386026918888092","-0.352110654115677","0.00536595331504941","0.317746460437775","0.469326227903366","-0.0445039756596088","-0.305233359336853","-0.371013879776001","0.427650332450867","0.488635867834091","-0.325630962848663","-0.388819217681885","-0.130175650119781","-0.0512434169650078","-0.620345830917358","0.363970994949341","-0.546514809131622","0.392801433801651","-0.514683544635773","-0.421100825071335","-0.632820308208466"
"n3_100","0.376119315624237","-0.190005734562874","0.217273265123367","0.399933338165283","-0.658805727958679","-0.33534100651741","0.552107691764832","0.0801875293254852","-0.51713228225708","0.680053353309631","-0.508833825588226","0.780900776386261","-0.255638659000397","-0.288831561803818","0.749556422233582","-0.513102471828461","0.875524282455444","0.828021585941315","0.549222648143768","0.839822769165039","-0.388324856758118","-0.358720242977142","0.396105974912643","0.205066248774529","-0.530370533466339","-0.559692859649658","0.83084899187088","-0.430870532989502","-0.516302168369293","0.214665487408638","-0.257726639509201","0.714537262916565","-0.628226935863495","-0.517851054668427","-0.264024347066879"
