"dummy","n2"
"n2_137","0.00593263981863856"
"n2_138","-0.152811080217361"
"n2_139","-0.142856851220131"
"n2_140","0.0594351813197136"
"n2_141","-0.167344883084297"
"n2_142","0.142894640564919"
"n2_143","-0.113930784165859"
"n2_144","-0.118397325277328"
"n2_145","-0.21593551337719"
"n2_146","-0.0637267902493477"
"n2_147","-0.0793643444776535"
"n2_148","0.149074465036392"
"n2_149","-0.0375761203467846"
"n2_150","-0.0122027052566409"
"n2_151","-0.139500498771667"
"n2_152","-0.0157645344734192"
"n2_153","0.0945560485124588"
"n2_154","-0.0301803220063448"
"n2_155","-0.0640053898096085"
"n2_156","-0.0593443512916565"
"n2_157","-0.15483283996582"
"n2_158","-0.0587525591254234"
"n2_159","-0.0839758813381195"
"n2_160","-0.00826408062130213"
"n2_161","-0.0909661650657654"
"n2_162","-0.142029032111168"
"n2_163","0.0145181780681014"
"n2_164","-0.108325123786926"
"n2_165","-0.131004884839058"
"n2_166","-0.0987716019153595"
"n2_167","-0.123251132667065"
"n2_168","-0.0968442633748055"
"n2_169","-0.134318009018898"
"n2_170","-0.133384838700294"
"n2_171","-0.0965687707066536"
"n2_172","-0.146424263715744"
"n2_173","0.05980459228158"
"n2_174","-0.12544921040535"
"n2_175","0.0161392781883478"
"n2_176","-0.0135124372318387"
"n2_177","-0.0455070436000824"
"n2_178","-0.00432974193245173"
"n2_179","0.00825897511094809"
"n2_180","-0.0636319071054459"
"n2_181","-0.0490881875157356"
"n2_182","0.0285679940134287"
"n2_183","-0.0870275869965553"
"n2_184","-0.0462973527610302"
"n2_185","0.0204058196395636"
"n2_186","0.131904572248459"
"n2_187","-0.0447119772434235"
"n2_188","-0.0848765149712563"
"n2_189","-0.0475179888308048"
"n2_190","-0.0121077336370945"
"n2_191","0.0181231796741486"
"n2_192","-0.0897371247410774"
"n2_193","-0.00672664120793343"
"n2_194","-0.0361132845282555"
"n2_195","0.00971719808876514"
"n2_196","-0.0973718538880348"
"n2_197","-0.138535499572754"
"n2_198","-0.0681241378188133"
"n2_199","-0.0835910588502884"
"n2_200","-0.0994159206748009"
